Pipe_Size_mm,Thickness_mm,Material,Grade,Max_Pressure_psi,Temperature_C,Corrosion_Impact_Percent,Thickness_Loss_mm,Material_Loss_Percent,Time_Years,Condition,pH,flowrate_cmh,source
300.0,12.36,Stainless Steel,API 5L X65,1500.0,10.2,1.58,2.06,16.67,4.0,Moderate,8.24,886.68,original
800.0,14.93,Stainless Steel,API 5L X42,150.0,76.7,1.74,7.64,51.17,5.0,Critical,7.99,1777.84,original
250.0,13.81,Stainless Steel,ASTM A333 Grade 6,300.0,-2.9,5.82,3.7,26.79,1.0,Moderate,8.2,309.16,original
150.0,9.06,Stainless Steel,API 5L X42,1500.0,36.5,3.74,3.59,39.62,6.0,Moderate,8.22,191.13,original
800.0,30.08,Stainless Steel,API 5L X52,2500.0,78.4,0.68,3.95,13.13,7.0,Moderate,8.24,6880.84,original
600.0,12.87,HDPE,API 5L X65,150.0,59.2,1.96,5.9,45.84,10.0,Critical,7.98,983.01,original
50.0,5.11,HDPE,API 5L X42,300.0,2.0,16.71,1.89,36.99,22.0,Normal,8.36,5.26,original
250.0,9.91,Carbon Steel,ASTM A106 Grade B,2500.0,42.7,10.05,0.38,3.83,25.0,Normal,8.42,598.28,original
300.0,10.62,Fiberglass,API 5L X65,2500.0,30.6,4.55,7.18,67.61,7.0,Critical,7.96,886.68,original
250.0,13.79,Fiberglass,API 5L X42,300.0,93.5,12.87,4.14,30.02,17.0,Moderate,8.14,309.16,original
500.0,21.72,Stainless Steel,API 5L X65,600.0,51.8,3.16,8.67,39.92,13.0,Critical,7.97,2605.76,original
200.0,7.2,PVC,API 5L X65,900.0,26.3,5.64,8.76,121.67,14.0,Critical,7.95,366.44,original
100.0,6.92,Fiberglass,ASTM A333 Grade 6,150.0,48.5,19.88,2.12,30.64,21.0,Moderate,8.08,18.7,original
800.0,26.21,Fiberglass,ASTM A333 Grade 6,600.0,117.5,3.85,0.07,0.27,10.0,Normal,8.47,6880.84,original
800.0,22.69,Stainless Steel,ASTM A106 Grade B,900.0,55.8,10.82,2.11,9.3,19.0,Moderate,8.16,6880.84,original
150.0,9.5,Carbon Steel,ASTM A106 Grade B,300.0,-14.4,15.66,2.94,30.95,11.0,Moderate,8.12,98.77,original
150.0,7.12,Carbon Steel,API 5L X52,150.0,43.5,11.39,5.19,72.89,22.0,Critical,7.91,49.38,original
250.0,8.53,Stainless Steel,ASTM A106 Grade B,300.0,51.8,18.04,8.17,95.78,6.0,Critical,7.85,309.16,original
600.0,16.64,Stainless Steel,API 5L X42,2500.0,45.3,8.27,7.75,46.57,14.0,Critical,7.93,3804.59,original
150.0,5.43,HDPE,API 5L X42,2500.0,93.0,14.89,7.94,146.22,11.0,Critical,7.88,191.13,original
50.0,5.0,PVC,ASTM A106 Grade B,900.0,12.8,7.87,4.72,94.4,4.0,Moderate,8.18,10.18,original
400.0,18.8,Fiberglass,API 5L X52,600.0,84.4,13.84,6.85,36.44,8.0,Critical,7.88,1633.13,original
150.0,7.25,Carbon Steel,ASTM A333 Grade 6,600.0,11.0,1.34,0.78,10.76,12.0,Normal,8.49,191.13,original
150.0,5.7,HDPE,API 5L X65,2500.0,37.3,19.64,3.25,57.02,9.0,Moderate,8.09,191.13,original
1500.0,36.36,PVC,ASTM A333 Grade 6,300.0,53.7,15.07,3.33,9.16,4.0,Moderate,8.12,12801.37,original
300.0,17.1,Fiberglass,API 5L X52,900.0,94.3,1.3,2.8,16.37,16.0,Moderate,8.24,886.68,original
1200.0,35.94,Fiberglass,API 5L X42,2500.0,59.7,2.46,8.74,24.32,23.0,Critical,7.98,15747.67,original
250.0,9.07,PVC,ASTM A333 Grade 6,300.0,4.6,10.86,7.99,88.09,9.0,Critical,7.91,309.16,original
400.0,18.5,PVC,ASTM A333 Grade 6,1500.0,20.1,2.13,7.4,40.0,14.0,Critical,7.98,1633.13,original
50.0,3.84,Stainless Steel,ASTM A106 Grade B,150.0,103.8,10.56,6.08,158.33,25.0,Critical,7.91,2.63,original
600.0,28.54,Fiberglass,API 5L X52,300.0,-16.8,9.59,7.41,25.96,22.0,Critical,7.92,1966.02,original
150.0,9.8,HDPE,ASTM A106 Grade B,900.0,15.0,19.89,2.78,28.37,24.0,Moderate,8.08,191.13,original
400.0,10.84,Stainless Steel,API 5L X52,600.0,52.6,19.76,0.73,6.73,11.0,Normal,8.34,1633.13,original
300.0,7.26,Fiberglass,API 5L X52,900.0,-42.6,4.77,2.94,40.5,14.0,Moderate,8.21,886.68,original
1000.0,33.91,Stainless Steel,ASTM A333 Grade 6,600.0,22.2,17.02,0.54,1.59,13.0,Normal,8.36,10861.87,original
200.0,11.46,Stainless Steel,ASTM A333 Grade 6,900.0,65.9,7.26,6.64,57.94,24.0,Critical,7.94,366.44,original
1200.0,37.41,Carbon Steel,API 5L X65,2500.0,37.3,1.59,1.39,3.72,15.0,Normal,8.49,15747.67,original
800.0,19.49,Fiberglass,API 5L X52,600.0,12.4,18.09,6.92,35.51,13.0,Critical,7.85,6880.84,original
200.0,8.69,Carbon Steel,API 5L X65,2500.0,45.2,1.94,0.46,5.29,23.0,Normal,8.48,366.44,original
1000.0,26.68,Stainless Steel,ASTM A333 Grade 6,900.0,28.9,10.81,7.59,28.45,16.0,Critical,7.91,10861.87,original
1200.0,39.24,Carbon Steel,API 5L X42,900.0,64.9,14.05,0.71,1.81,7.0,Normal,8.38,15747.67,original
1200.0,22.11,PVC,ASTM A106 Grade B,150.0,130.3,2.48,7.65,34.6,12.0,Critical,7.98,4068.81,original
300.0,8.06,Fiberglass,API 5L X42,600.0,25.1,6.17,3.02,37.47,7.0,Moderate,8.2,886.68,original
150.0,6.44,Carbon Steel,ASTM A333 Grade 6,600.0,54.6,3.36,9.07,140.84,25.0,Critical,7.97,191.13,original
400.0,16.46,PVC,API 5L X42,600.0,83.5,8.72,0.47,2.86,23.0,Normal,8.43,1633.13,original
1500.0,31.01,Carbon Steel,ASTM A106 Grade B,2500.0,23.6,7.25,1.59,5.13,23.0,Normal,8.44,24772.84,original
1200.0,19.22,Carbon Steel,API 5L X52,2500.0,77.7,14.18,6.42,33.4,7.0,Critical,7.88,15747.67,original
1000.0,24.04,Carbon Steel,ASTM A106 Grade B,300.0,109.6,11.57,0.55,2.29,5.0,Normal,8.4,5612.87,original
600.0,24.78,HDPE,API 5L X42,600.0,41.9,14.82,8.49,34.26,18.0,Critical,7.88,3804.59,original
1000.0,17.8,PVC,API 5L X42,150.0,68.3,3.97,8.42,47.3,19.0,Critical,7.97,2806.44,original
400.0,14.63,HDPE,API 5L X42,900.0,71.7,5.17,3.74,25.56,13.0,Moderate,8.21,1633.13,original
1000.0,23.09,HDPE,API 5L X65,150.0,97.5,5.43,7.98,34.56,14.0,Critical,7.95,2806.44,original
250.0,14.41,HDPE,ASTM A333 Grade 6,1500.0,8.9,4.82,0.87,6.04,19.0,Normal,8.46,598.28,original
250.0,10.15,PVC,ASTM A333 Grade 6,2500.0,65.7,14.34,9.59,94.48,2.0,Critical,7.88,598.28,original
1000.0,26.3,HDPE,API 5L X42,2500.0,34.4,19.5,6.68,25.4,10.0,Critical,7.84,10861.87,original
1500.0,27.26,Carbon Steel,ASTM A333 Grade 6,900.0,39.7,2.36,7.04,25.83,9.0,Critical,7.98,24772.84,original
250.0,11.54,PVC,API 5L X52,600.0,33.1,18.2,5.96,51.65,25.0,Critical,7.85,598.28,original
250.0,11.08,Carbon Steel,ASTM A333 Grade 6,900.0,75.3,5.85,4.92,44.4,21.0,Moderate,8.2,598.28,original
300.0,7.51,PVC,API 5L X52,300.0,118.2,10.35,1.69,22.5,11.0,Normal,8.41,458.19,original
800.0,17.38,Fiberglass,API 5L X42,1500.0,7.3,17.51,0.27,1.55,10.0,Normal,8.35,6880.84,original
50.0,4.61,Fiberglass,API 5L X42,150.0,62.2,0.31,0.81,17.57,13.0,Normal,8.5,2.63,original
250.0,13.91,Stainless Steel,API 5L X65,150.0,50.4,5.1,6.97,50.11,20.0,Critical,7.96,154.58,original
200.0,6.18,Fiberglass,API 5L X52,1500.0,95.2,0.18,2.95,47.73,24.0,Moderate,8.25,366.44,original
400.0,17.89,Carbon Steel,API 5L X65,600.0,50.6,3.04,4.51,25.21,18.0,Moderate,8.22,1633.13,original
1200.0,29.45,HDPE,API 5L X65,300.0,52.3,10.23,8.92,30.29,25.0,Critical,7.91,8137.61,original
600.0,19.72,PVC,ASTM A106 Grade B,1500.0,-16.8,10.41,2.66,13.49,3.0,Moderate,8.16,3804.59,original
300.0,15.03,Stainless Steel,ASTM A333 Grade 6,600.0,54.8,14.85,7.96,52.96,5.0,Critical,7.88,886.68,original
500.0,18.76,Fiberglass,API 5L X42,2500.0,45.7,13.43,0.11,0.59,12.0,Normal,8.39,2605.76,original
600.0,18.65,Stainless Steel,API 5L X52,900.0,31.6,4.92,4.15,22.25,12.0,Moderate,8.21,3804.59,original
200.0,6.48,HDPE,ASTM A333 Grade 6,300.0,15.5,2.0,9.55,147.38,13.0,Critical,7.98,189.36,original
500.0,19.58,Carbon Steel,API 5L X65,900.0,89.8,6.51,4.78,24.41,7.0,Moderate,8.2,2605.76,original
50.0,3.59,Fiberglass,ASTM A333 Grade 6,300.0,63.5,4.65,8.62,240.11,2.0,Critical,7.96,5.26,original
800.0,25.7,Carbon Steel,ASTM A333 Grade 6,2500.0,77.7,13.12,8.1,31.52,18.0,Critical,7.89,6880.84,original
400.0,19.8,Fiberglass,API 5L X52,1500.0,59.6,6.84,2.5,12.63,8.0,Moderate,8.19,1633.13,original
300.0,7.67,Fiberglass,API 5L X42,600.0,24.5,3.81,3.54,46.15,18.0,Moderate,8.22,886.68,original
800.0,30.43,PVC,API 5L X42,300.0,-23.5,17.35,7.69,25.27,2.0,Critical,7.86,3555.68,original
600.0,16.38,Stainless Steel,ASTM A333 Grade 6,600.0,37.7,0.97,9.55,58.3,8.0,Critical,7.99,3804.59,original
300.0,16.23,PVC,ASTM A106 Grade B,1500.0,36.0,5.92,7.49,46.15,7.0,Critical,7.95,886.68,original
1000.0,34.89,Stainless Steel,API 5L X42,600.0,84.6,19.06,9.66,27.69,13.0,Critical,7.84,10861.87,original
100.0,7.7,Fiberglass,API 5L X52,900.0,28.8,13.74,4.68,60.78,20.0,Moderate,8.14,72.38,original
1500.0,37.94,Stainless Steel,ASTM A106 Grade B,150.0,60.3,13.98,6.6,17.4,15.0,Critical,7.88,6400.68,original
300.0,12.84,Stainless Steel,API 5L X65,300.0,81.8,16.55,2.9,22.59,22.0,Moderate,8.11,458.19,original
1200.0,36.51,PVC,API 5L X65,600.0,64.3,2.61,6.0,16.43,25.0,Critical,7.98,15747.67,original
150.0,8.25,Carbon Steel,API 5L X52,600.0,34.8,11.25,8.85,107.27,22.0,Critical,7.91,191.13,original
1000.0,17.06,Stainless Steel,API 5L X65,300.0,-32.5,8.8,2.63,15.42,2.0,Moderate,8.18,5612.87,original
1000.0,32.09,HDPE,API 5L X65,1500.0,25.5,13.34,4.12,12.84,20.0,Moderate,8.14,10861.87,original
100.0,5.1,Fiberglass,API 5L X65,600.0,115.8,3.39,1.03,20.2,11.0,Normal,8.47,72.38,original
500.0,11.45,Stainless Steel,API 5L X65,300.0,29.5,0.29,7.15,62.45,2.0,Critical,8.0,1346.53,original
100.0,5.64,Fiberglass,ASTM A106 Grade B,900.0,20.9,6.42,4.88,86.52,2.0,Moderate,8.2,72.38,original
1500.0,41.19,Carbon Steel,ASTM A333 Grade 6,600.0,81.0,4.6,9.33,22.65,22.0,Critical,7.96,24772.84,original
250.0,6.62,Stainless Steel,ASTM A106 Grade B,1500.0,36.9,18.18,0.01,0.15,16.0,Normal,8.35,598.28,original
300.0,14.69,PVC,ASTM A333 Grade 6,300.0,38.8,6.6,5.59,38.05,18.0,Critical,7.95,458.19,original
200.0,7.08,Stainless Steel,API 5L X65,600.0,-7.9,10.46,4.73,66.81,20.0,Moderate,8.16,366.44,original
50.0,3.2,PVC,ASTM A333 Grade 6,900.0,75.5,19.11,7.07,220.94,4.0,Critical,7.84,10.18,original
250.0,11.01,Fiberglass,ASTM A106 Grade B,300.0,4.1,19.65,2.08,18.89,3.0,Moderate,8.09,309.16,original
250.0,7.62,PVC,ASTM A333 Grade 6,900.0,51.7,13.11,5.51,72.31,11.0,Critical,7.89,598.28,original
50.0,3.33,PVC,API 5L X52,150.0,32.5,1.52,5.86,175.98,18.0,Critical,7.99,2.63,original
400.0,10.62,Fiberglass,API 5L X42,150.0,52.7,15.45,5.39,50.75,21.0,Critical,7.87,421.96,original
400.0,13.53,HDPE,ASTM A333 Grade 6,150.0,44.8,8.37,0.52,3.84,10.0,Normal,8.43,421.96,original
800.0,12.09,HDPE,API 5L X52,1500.0,10.5,0.11,3.74,30.93,24.0,Moderate,8.25,6880.84,original
1500.0,43.41,Carbon Steel,API 5L X52,300.0,42.0,2.09,1.95,4.49,12.0,Normal,8.48,12801.37,original
50.0,5.21,Fiberglass,API 5L X52,2500.0,17.4,3.97,7.35,141.07,2.0,Critical,7.97,10.18,original
500.0,18.46,HDPE,API 5L X42,2500.0,21.0,12.59,9.89,53.58,20.0,Critical,7.9,2605.76,original
50.0,4.03,HDPE,ASTM A106 Grade B,150.0,32.7,19.88,0.2,4.96,6.0,Normal,8.33,2.63,original
200.0,6.58,Stainless Steel,API 5L X65,300.0,78.8,7.47,1.97,29.94,19.0,Normal,8.44,189.36,original
800.0,15.93,HDPE,API 5L X65,1500.0,31.0,16.53,0.34,2.13,20.0,Normal,8.36,6880.84,original
600.0,10.33,PVC,ASTM A333 Grade 6,300.0,95.8,3.46,7.68,74.35,4.0,Critical,7.97,1966.02,original
400.0,18.23,Stainless Steel,ASTM A333 Grade 6,1500.0,49.1,1.07,1.63,8.94,4.0,Normal,8.49,1633.13,original
800.0,17.28,PVC,API 5L X52,300.0,45.5,4.39,0.91,5.27,3.0,Normal,8.46,3555.68,original
150.0,6.29,Fiberglass,API 5L X42,1500.0,-2.9,10.56,0.23,3.66,23.0,Normal,8.41,191.13,original
300.0,17.17,Fiberglass,ASTM A106 Grade B,2500.0,46.2,8.38,4.7,27.37,11.0,Moderate,8.18,886.68,original
400.0,11.98,Carbon Steel,ASTM A333 Grade 6,300.0,-44.1,16.96,1.54,12.85,8.0,Normal,8.36,843.92,original
250.0,8.74,Carbon Steel,ASTM A333 Grade 6,2500.0,22.6,3.9,4.41,50.46,19.0,Moderate,8.22,598.28,original
200.0,10.26,Stainless Steel,ASTM A333 Grade 6,600.0,24.1,11.01,0.12,1.17,24.0,Normal,8.41,366.44,original
500.0,23.22,PVC,ASTM A333 Grade 6,900.0,46.8,13.79,3.08,13.26,18.0,Moderate,8.14,2605.76,original
500.0,13.5,PVC,API 5L X42,300.0,-10.1,9.9,5.45,40.37,25.0,Critical,7.92,1346.53,original
250.0,8.83,Fiberglass,ASTM A333 Grade 6,2500.0,80.1,4.16,2.22,25.14,20.0,Moderate,8.22,598.28,original
100.0,6.22,Fiberglass,API 5L X42,1500.0,48.5,6.68,4.13,66.4,21.0,Moderate,8.19,72.38,original
50.0,4.59,Stainless Steel,API 5L X65,600.0,53.0,19.59,9.62,209.59,1.0,Critical,7.84,10.18,original
250.0,13.97,Fiberglass,ASTM A333 Grade 6,2500.0,91.2,6.08,2.31,16.54,15.0,Moderate,8.2,598.28,original
250.0,7.81,Stainless Steel,ASTM A106 Grade B,2500.0,0.2,4.22,8.43,107.94,20.0,Critical,7.96,598.28,original
500.0,17.25,Fiberglass,API 5L X52,900.0,115.9,3.95,3.41,19.77,3.0,Moderate,8.22,2605.76,original
1500.0,38.44,HDPE,API 5L X52,2500.0,84.5,19.2,7.43,19.33,15.0,Critical,7.84,24772.84,original
1000.0,19.27,Carbon Steel,API 5L X65,1500.0,14.9,1.18,5.13,26.62,11.0,Critical,7.99,10861.87,original
600.0,27.65,Carbon Steel,API 5L X52,1500.0,59.7,15.54,7.65,27.67,14.0,Critical,7.87,3804.59,original
250.0,10.91,Fiberglass,ASTM A333 Grade 6,600.0,101.0,16.72,3.49,31.99,21.0,Moderate,8.11,598.28,original
250.0,8.36,Carbon Steel,API 5L X52,2500.0,13.4,0.78,2.6,31.1,14.0,Moderate,8.24,598.28,original
1200.0,39.82,PVC,API 5L X42,150.0,85.1,3.94,8.5,21.35,8.0,Critical,7.97,4068.81,original
1200.0,29.76,HDPE,ASTM A333 Grade 6,1500.0,26.7,2.75,9.71,32.63,14.0,Critical,7.98,15747.67,original
250.0,14.25,Fiberglass,ASTM A106 Grade B,600.0,78.3,8.49,4.82,33.82,11.0,Moderate,8.18,598.28,original
100.0,7.2,PVC,API 5L X52,300.0,56.0,4.52,2.54,35.28,11.0,Moderate,8.21,37.4,original
200.0,6.0,Carbon Steel,ASTM A333 Grade 6,2500.0,54.9,6.59,2.97,49.5,3.0,Moderate,8.2,366.44,original
150.0,7.85,Stainless Steel,API 5L X65,1500.0,80.3,13.23,4.91,62.55,13.0,Moderate,8.14,191.13,original
200.0,6.59,Stainless Steel,API 5L X42,900.0,21.4,12.65,1.39,21.09,17.0,Normal,8.39,366.44,original
1500.0,23.28,PVC,API 5L X65,300.0,55.9,7.31,3.44,14.78,24.0,Moderate,8.19,12801.37,original
200.0,8.95,Fiberglass,ASTM A106 Grade B,2500.0,-14.8,7.22,4.9,54.75,20.0,Moderate,8.19,366.44,original
500.0,23.11,Carbon Steel,API 5L X65,900.0,-25.8,0.55,7.04,30.46,19.0,Critical,8.0,2605.76,original
250.0,7.67,Carbon Steel,ASTM A333 Grade 6,300.0,17.0,13.07,4.56,59.45,14.0,Moderate,8.14,309.16,original
100.0,5.11,PVC,API 5L X42,300.0,29.8,9.35,8.54,167.12,12.0,Critical,7.92,37.4,original
150.0,5.98,Carbon Steel,ASTM A333 Grade 6,150.0,30.0,16.0,8.47,141.64,2.0,Critical,7.87,49.38,original
500.0,11.8,Stainless Steel,API 5L X42,1500.0,9.0,4.58,7.75,65.68,7.0,Critical,7.96,2605.76,original
100.0,7.56,PVC,ASTM A106 Grade B,150.0,38.4,9.05,2.22,29.37,25.0,Moderate,8.17,18.7,original
250.0,12.07,HDPE,API 5L X52,600.0,5.4,2.33,9.2,76.22,17.0,Critical,7.98,598.28,original
400.0,15.86,Carbon Steel,ASTM A333 Grade 6,150.0,24.0,1.32,1.06,6.68,1.0,Normal,8.49,421.96,original
150.0,5.86,PVC,ASTM A333 Grade 6,900.0,-9.0,1.97,4.22,72.01,7.0,Moderate,8.23,191.13,original
250.0,10.98,Carbon Steel,API 5L X52,300.0,-13.0,8.3,5.05,45.99,23.0,Critical,7.93,309.16,original
1000.0,20.36,Stainless Steel,API 5L X42,600.0,73.4,9.77,5.07,24.9,20.0,Critical,7.92,10861.87,original
300.0,9.5,Carbon Steel,API 5L X42,1500.0,63.9,1.68,1.77,18.63,20.0,Normal,8.49,886.68,original
250.0,11.93,Stainless Steel,ASTM A333 Grade 6,900.0,-1.5,13.99,9.05,75.86,1.0,Critical,7.88,598.28,original
100.0,6.48,Carbon Steel,ASTM A106 Grade B,1500.0,25.2,19.86,0.84,12.96,3.0,Normal,8.33,72.38,original
1500.0,32.42,Carbon Steel,ASTM A333 Grade 6,2500.0,52.5,14.33,0.35,1.08,9.0,Normal,8.38,24772.84,original
50.0,5.91,Stainless Steel,ASTM A333 Grade 6,1500.0,69.5,12.51,2.88,48.73,3.0,Moderate,8.15,10.18,original
1200.0,38.4,Carbon Steel,ASTM A106 Grade B,150.0,55.4,4.88,5.01,13.05,4.0,Critical,7.96,4068.81,original
400.0,17.67,Stainless Steel,API 5L X65,1500.0,93.7,2.43,4.28,24.22,16.0,Moderate,8.23,1633.13,original
1500.0,32.43,Carbon Steel,API 5L X42,1500.0,74.1,10.62,5.41,16.68,10.0,Critical,7.91,24772.84,original
50.0,5.77,HDPE,ASTM A106 Grade B,600.0,145.9,15.87,3.71,64.3,17.0,Moderate,8.12,10.18,original
500.0,24.6,Fiberglass,ASTM A333 Grade 6,2500.0,112.2,3.86,4.95,20.12,20.0,Moderate,8.22,2605.76,original
1000.0,17.02,Stainless Steel,API 5L X42,2500.0,59.2,12.76,4.63,27.2,12.0,Moderate,8.14,10861.87,original
500.0,20.74,Fiberglass,API 5L X52,900.0,76.6,8.08,6.73,32.45,21.0,Critical,7.93,2605.76,original
50.0,4.64,HDPE,ASTM A106 Grade B,300.0,43.9,10.26,6.19,133.41,12.0,Critical,7.91,5.26,original
100.0,7.34,Stainless Steel,API 5L X52,150.0,43.4,0.36,5.22,71.12,6.0,Critical,8.0,18.7,original
200.0,7.11,Stainless Steel,API 5L X42,900.0,82.3,19.23,9.02,126.86,8.0,Critical,7.84,366.44,original
150.0,8.14,HDPE,API 5L X52,900.0,49.4,13.53,1.68,20.64,18.0,Normal,8.39,191.13,original
500.0,20.14,Fiberglass,ASTM A333 Grade 6,2500.0,-41.4,14.99,7.22,35.85,4.0,Critical,7.88,2605.76,original
250.0,7.07,HDPE,API 5L X42,1500.0,83.0,0.67,4.25,60.11,11.0,Moderate,8.24,598.28,original
1500.0,39.12,Fiberglass,API 5L X52,2500.0,40.7,2.54,7.87,20.12,5.0,Critical,7.98,24772.84,original
250.0,9.86,HDPE,API 5L X65,600.0,68.4,7.98,6.94,70.39,17.0,Critical,7.93,598.28,original
1500.0,29.64,Fiberglass,API 5L X42,600.0,9.4,1.29,8.14,27.46,8.0,Critical,7.99,24772.84,original
1000.0,20.64,Fiberglass,API 5L X65,150.0,11.9,15.55,9.03,43.75,24.0,Critical,7.87,2806.44,original
500.0,10.34,Stainless Steel,API 5L X52,300.0,84.0,6.19,9.71,93.91,20.0,Critical,7.95,1346.53,original
1500.0,44.48,Fiberglass,API 5L X52,1500.0,-29.6,13.89,0.34,0.76,16.0,Normal,8.38,24772.84,original
300.0,16.19,Stainless Steel,API 5L X42,300.0,7.5,5.6,3.21,19.83,22.0,Moderate,8.2,458.19,original
400.0,10.36,Fiberglass,API 5L X52,300.0,47.7,12.23,8.44,81.47,1.0,Critical,7.9,843.92,original
200.0,11.25,Carbon Steel,API 5L X65,150.0,49.9,14.66,0.79,7.02,21.0,Normal,8.38,94.68,original
1500.0,48.21,HDPE,API 5L X65,300.0,-7.8,11.53,4.54,9.42,2.0,Moderate,8.15,12801.37,original
500.0,24.71,Fiberglass,ASTM A106 Grade B,1500.0,117.0,15.95,3.69,14.93,13.0,Moderate,8.12,2605.76,original
800.0,24.54,HDPE,API 5L X65,600.0,50.1,17.02,6.98,28.44,17.0,Critical,7.86,6880.84,original
250.0,8.64,Carbon Steel,API 5L X52,1500.0,21.6,2.68,3.21,37.15,20.0,Moderate,8.23,598.28,original
800.0,28.92,Stainless Steel,API 5L X65,900.0,42.4,10.21,8.9,30.77,21.0,Critical,7.91,6880.84,original
300.0,7.69,HDPE,API 5L X52,300.0,54.7,18.17,6.39,83.09,16.0,Critical,7.85,458.19,original
300.0,12.66,Fiberglass,ASTM A106 Grade B,1500.0,135.4,2.77,5.85,46.21,25.0,Critical,7.98,886.68,original
150.0,7.37,HDPE,API 5L X65,300.0,24.0,17.39,5.32,72.18,16.0,Critical,7.86,98.77,original
800.0,29.97,Carbon Steel,API 5L X65,150.0,29.2,0.68,8.88,29.63,6.0,Critical,7.99,1777.84,original
250.0,6.91,Carbon Steel,API 5L X65,600.0,117.5,9.05,9.44,136.61,4.0,Critical,7.92,598.28,original
1200.0,23.28,PVC,ASTM A333 Grade 6,900.0,-3.5,5.46,2.8,12.03,2.0,Moderate,8.2,15747.67,original
150.0,5.13,Stainless Steel,API 5L X52,300.0,70.6,4.04,4.43,86.35,16.0,Moderate,8.22,98.77,original
800.0,28.48,Carbon Steel,API 5L X52,2500.0,73.0,5.76,1.51,5.3,19.0,Normal,8.45,6880.84,original
100.0,6.36,Carbon Steel,API 5L X52,600.0,144.7,19.8,7.5,117.92,9.0,Critical,7.84,72.38,original
50.0,3.16,Carbon Steel,API 5L X65,600.0,40.4,12.22,5.14,162.66,1.0,Critical,7.9,10.18,original
1000.0,24.52,HDPE,API 5L X52,300.0,42.2,19.14,5.62,22.92,13.0,Critical,7.84,5612.87,original
500.0,11.99,PVC,API 5L X52,900.0,24.5,8.12,3.88,32.36,16.0,Moderate,8.18,2605.76,original
100.0,5.28,Fiberglass,ASTM A333 Grade 6,1500.0,-15.4,7.52,0.93,17.61,5.0,Normal,8.44,72.38,original
300.0,10.97,PVC,API 5L X42,150.0,-42.6,11.52,4.7,42.84,16.0,Moderate,8.15,229.1,original
1200.0,24.25,Carbon Steel,API 5L X42,300.0,59.6,2.35,5.71,23.55,19.0,Critical,7.98,8137.61,original
150.0,5.58,PVC,API 5L X52,900.0,33.2,13.73,2.75,49.28,14.0,Moderate,8.14,191.13,original
1500.0,49.53,PVC,API 5L X65,150.0,11.1,15.18,0.31,0.63,7.0,Normal,8.37,6400.68,original
500.0,24.55,Fiberglass,ASTM A106 Grade B,900.0,-4.0,18.89,7.2,29.33,17.0,Critical,7.84,2605.76,original
300.0,16.9,Fiberglass,API 5L X42,2500.0,102.6,5.02,8.27,48.93,3.0,Critical,7.96,886.68,original
1200.0,39.48,Stainless Steel,ASTM A333 Grade 6,300.0,-48.4,18.95,7.62,19.3,15.0,Critical,7.84,8137.61,original
400.0,13.2,PVC,API 5L X42,2500.0,-18.2,17.05,7.78,58.94,2.0,Critical,7.86,1633.13,original
800.0,23.08,Fiberglass,API 5L X65,900.0,52.5,10.44,4.15,17.98,23.0,Moderate,8.16,6880.84,original
100.0,7.57,Carbon Steel,ASTM A333 Grade 6,2500.0,18.0,4.41,7.7,101.72,18.0,Critical,7.96,72.38,original
250.0,11.58,PVC,API 5L X65,600.0,32.0,1.09,1.9,16.41,7.0,Normal,8.49,598.28,original
50.0,4.12,Carbon Steel,ASTM A106 Grade B,600.0,-15.7,18.51,2.24,54.37,1.0,Moderate,8.1,10.18,original
50.0,3.71,HDPE,API 5L X52,300.0,-1.3,1.09,6.23,167.92,1.0,Critical,7.99,5.26,original
200.0,11.79,PVC,ASTM A333 Grade 6,900.0,-24.3,19.29,6.49,55.05,3.0,Critical,7.84,366.44,original
250.0,7.79,Carbon Steel,API 5L X65,1500.0,29.1,12.27,9.55,122.59,7.0,Critical,7.9,598.28,original
1200.0,33.47,HDPE,ASTM A333 Grade 6,600.0,32.2,1.96,4.88,14.58,2.0,Moderate,8.23,15747.67,original
150.0,5.79,Fiberglass,API 5L X52,150.0,-1.8,12.67,2.89,49.91,16.0,Moderate,8.14,49.38,original
200.0,7.88,PVC,ASTM A333 Grade 6,150.0,-44.1,4.1,0.69,8.76,17.0,Normal,8.47,94.68,original
500.0,23.77,Fiberglass,API 5L X65,1500.0,27.2,16.06,3.02,12.71,20.0,Moderate,8.12,2605.76,original
50.0,4.47,Fiberglass,ASTM A333 Grade 6,1500.0,-48.4,12.34,0.96,21.48,20.0,Normal,8.4,10.18,original
1000.0,22.01,Carbon Steel,ASTM A333 Grade 6,900.0,9.0,1.63,1.29,5.86,14.0,Normal,8.49,10861.87,original
1000.0,31.87,PVC,ASTM A106 Grade B,1500.0,68.6,11.36,7.71,24.19,20.0,Critical,7.91,10861.87,original
1200.0,22.36,PVC,API 5L X52,600.0,-1.7,14.85,0.6,2.68,22.0,Normal,8.38,15747.67,original
1500.0,27.94,Stainless Steel,ASTM A333 Grade 6,2500.0,12.6,8.04,5.84,20.9,8.0,Critical,7.93,24772.84,original
500.0,12.94,Carbon Steel,API 5L X42,900.0,92.1,14.83,4.63,35.78,6.0,Moderate,8.13,2605.76,original
1200.0,26.41,Fiberglass,ASTM A106 Grade B,2500.0,-45.4,4.07,4.3,16.28,16.0,Moderate,8.22,15747.67,original
1200.0,29.7,PVC,API 5L X65,2500.0,88.7,4.04,8.81,29.66,20.0,Critical,7.97,15747.67,original
